#format table ## [Custom WaveView] saved 17:43:25 Mon Sep 28 2020
#logic 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 
 TIME 0x|0|v(sen_fout_col_p<0>)-0|v(sen_fout_col_n<0>) 0x|0|v(sen_fout_col_p<1>)-0|v(sen_fout_col_n<1>) 0x|0|v(sen_fout_col_p<2>)-0|v(sen_fout_col_n<2>) 0x|0|v(sen_fout_col_p<3>)-0|v(sen_fout_col_n<3>) 0x|0|v(sen_fout_col_p<4>)-0|v(sen_fout_col_n<4>) 0x|0|v(sen_fout_col_p<5>)-0|v(sen_fout_col_n<5>) 0x|0|v(sen_fout_col_p<6>)-0|v(sen_fout_col_n<6>) 0x|0|v(sen_fout_col_p<7>)-0|v(sen_fout_col_n<7>) 0x|0|v(sen_fout_row_p<0>)-0|v(sen_fout_row_n<0>) 0x|0|v(sen_fout_row_p<1>)-0|v(sen_fout_row_n<1>) 0x|0|v(sen_fout_row_p<2>)-0|v(sen_fout_row_n<2>) 0x|0|v(sen_fout_row_p<3>)-0|v(sen_fout_row_n<3>) 0x|0|v(sen_fout_row_p<4>)-0|v(sen_fout_row_n<4>) 0x|0|v(sen_fout_row_p<5>)-0|v(sen_fout_row_n<5>) 0x|0|v(sen_fout_row_p<6>)-0|v(sen_fout_row_n<6>) 0x|0|v(sen_fout_row_p<7>)-0|v(sen_fout_row_n<7>) 

* TIME       C0  C1  C2  C3  C4  C5  C6  C7  R0  R1  R2  R3  R4  R5  R6  R7
 2.00250E-04 800 801 748 801 7FF 7FE 7FF 7FE 804 805 80C 80C 83C 7F3 7EE 7F6 
 2.00500E-04 801 801 74A 801 7FE 7FE 7FE 7FE 804 806 80F 813 822 7EA 7EB 7F6 
 2.00750E-04 801 801 74C 801 7FE 7FE 7FE 7FE 804 807 811 81B 806 7E3 7E9 7F6 
 2.01000E-04 801 801 74F 801 7FE 7FE 7FE 7FE 804 807 813 821 7EA 7DB 7E7 7F6 
 2.01250E-04 801 801 751 801 7FE 7FE 7FE 7FE 804 807 815 827 7CF 7D6 7E6 7F7 
 2.01500E-04 801 801 754 800 7FE 7FF 7FE 7FE 803 807 816 82C 7B6 7D1 7E6 7F8 
 2.01750E-04 801 800 757 800 7FE 7FF 7FE 7FF 803 806 816 82E 7A0 7CF 7E7 7F9 
 2.02000E-04 801 800 75B 800 7FE 7FF 7FE 7FF 802 806 816 830 78C 7CD 7E8 7FA 
 2.02250E-04 801 800 75F 7FF 7FE 800 7FE 7FF 801 805 815 82F 77D 7CE 7EA 7FC 
 2.02500E-04 801 7FF 764 7FF 7FE 800 7FE 800 800 803 813 82C 773 7D2 7EC 7FD 
 2.02750E-04 801 7FF 769 7FF 7FE 800 7FE 800 800 802 811 82A 769 7D5 7EF 7FF 
 2.03000E-04 801 7FF 76F 7FE 7FE 801 7FE 800 7FF 801 80F 827 75F 7D8 7F1 801 
 2.03250E-04 800 7FF 776 7FE 7FE 801 7FF 800 7FE 800 80D 820 763 7E0 7F5 802 
 2.03500E-04 800 7FE 77D 7FE 7FF 801 7FF 800 7FE 7FE 80A 818 76A 7E9 7F8 803 
 2.03750E-04 800 7FE 785 7FE 7FF 801 7FF 801 7FD 7FD 806 810 772 7F2 7FC 805 
 2.04000E-04 800 7FE 78C 7FE 7FF 801 7FF 801 7FD 7FC 803 808 779 7FB 7FF 806 
 2.04250E-04 7FF 7FE 794 7FE 7FF 801 7FF 801 7FC 7FA 800 800 781 804 803 807 
 2.04500E-04 7FF 7FE 79C 7FD 800 801 800 801 7FC 7F9 7FD 7F8 788 80D 807 808 
 2.04750E-04 7FF 7FE 7A4 7FD 800 802 800 801 7FB 7F8 7FA 7EE 79A 818 80A 809 
 2.05000E-04 7FF 7FE 7AE 7FD 800 802 800 801 7FB 7F7 7F7 7E3 7AE 824 80D 80A 
 2.05250E-04 7FF 7FE 7B7 7FE 800 801 800 801 7FB 7F6 7F4 7D8 7C7 82F 810 80A 
 2.05500E-04 7FE 7FE 7C1 7FE 801 801 801 801 7FB 7F5 7F1 7CD 7E0 83B 813 80A 
 2.05750E-04 7FE 7FE 7CA 7FE 801 801 801 801 7FB 7F5 7EE 7C2 7FB 846 815 80A 
 2.06000E-04 7FE 7FE 7D4 7FE 801 801 801 801 7FB 7F5 7EC 7B8 816 850 817 809 
 2.06250E-04 7FE 7FE 7DE 7FE 801 801 801 801 7FC 7F5 7EB 7B1 82E 858 817 808 
 2.06500E-04 7FE 7FF 7E8 7FF 801 801 801 801 7FC 7F6 7EA 7AA 845 85F 817 807 
 2.06750E-04 7FE 7FF 7F2 7FF 801 800 801 800 7FD 7F6 7EA 7A2 85D 866 818 806 
 2.07000E-04 7FE 7FF 7FC 7FF 801 800 801 800 7FD 7F7 7EB 7A0 86B 869 816 805 
 2.07250E-04 7FE 7FF 806 800 801 800 801 800 7FE 7F8 7EC 79E 876 869 814 803 
 2.07500E-04 7FE 800 810 800 801 7FF 801 800 7FF 7FA 7ED 79D 882 86A 812 802 
 2.07750E-04 7FE 800 81A 800 801 7FF 801 7FF 7FF 7FB 7EF 79B 88E 86B 80F 800 
 2.08000E-04 7FE 800 823 800 801 7FF 801 7FF 800 7FC 7F0 79A 899 86C 80D 7FE 
 2.08250E-04 7FF 800 82C 801 801 7FF 800 7FF 801 7FD 7F3 79E 891 867 80A 7FD 
 2.08500E-04 7FF 800 835 801 800 7FE 800 7FF 801 7FF 7F6 7A4 888 860 807 7FC 
 2.08750E-04 7FF 801 83D 801 800 7FE 800 7FF 801 800 7F9 7A9 87E 85A 803 7FB 
 2.09000E-04 7FF 801 846 801 800 7FE 800 7FE 802 801 7FC 7AE 874 854 800 7FA 
 2.09250E-04 7FF 801 84F 801 800 7FE 800 7FE 802 803 7FF 7B4 86A 84E 7FD 7F8 
 2.09500E-04 800 801 857 801 7FF 7FE 7FF 7FE 803 804 802 7B9 861 847 7F9 7F7 
 2.09750E-04 800 801 860 801 7FF 7FE 7FF 7FE 803 806 804 7BE 857 841 7F6 7F6 
 2.10000E-04 800 801 869 801 7FF 7FE 7FF 7FE 804 807 807 7C4 84D 83B 7F3 7F5 
 2.10250E-04 800 801 870 801 7FF 7FE 7FF 7FE 804 808 80B 7CC 835 831 7F0 7F4 
 2.10500E-04 801 801 877 801 7FE 7FE 7FE 7FE 804 809 80D 7D5 81B 827 7ED 7F4 
 2.10750E-04 801 801 87E 801 7FE 7FE 7FE 7FE 804 80A 810 7DE 800 81E 7EA 7F4 
 2.11000E-04 801 801 885 801 7FE 7FE 7FE 7FE 804 80A 812 7E6 7E6 815 7E9 7F4 
 2.11250E-04 801 801 88B 801 7FE 7FE 7FE 7FE 804 80A 814 7ED 7CD 80E 7E8 7F5 
 2.11500E-04 801 800 890 800 7FE 7FF 7FE 7FE 803 80A 814 7F2 7B6 808 7E8 7F6 
 2.11750E-04 801 800 896 800 7FE 7FF 7FE 7FF 803 80A 815 7F8 7A0 802 7E8 7F7 
 2.12000E-04 801 800 89B 800 7FE 7FF 7FE 7FF 802 809 814 7FB 78F 7FF 7E9 7F8 
 2.12250E-04 801 800 89F 7FF 7FE 800 7FE 7FF 801 808 813 7FC 786 7FF 7EB 7F9 
 2.12500E-04 801 7FF 8A3 7FF 7FE 800 7FE 800 800 807 811 7FC 77D 7FF 7EE 7FB 
 2.12750E-04 801 7FF 8A7 7FF 7FE 800 7FE 800 800 806 810 7FD 774 7FF 7F0 7FC 
 2.13000E-04 800 7FF 8AB 7FF 7FE 800 7FE 800 7FF 805 80E 7FD 76B 7FF 7F3 7FE 
 2.13250E-04 800 7FF 8AF 7FE 7FE 801 7FF 800 7FE 804 80C 7FE 762 7FF 7F5 7FF 
 2.13500E-04 800 7FE 8B1 7FE 7FF 801 7FF 800 7FE 803 809 7F9 76D 804 7F8 800 
 2.13750E-04 800 7FE 8B4 7FE 7FF 801 7FF 801 7FD 802 806 7F4 779 80A 7FC 801 
 2.14000E-04 800 7FE 8B6 7FE 7FF 801 7FF 801 7FD 801 803 7EF 785 80F 7FF 802 
 2.14250E-04 7FF 7FE 8B8 7FE 7FF 801 800 801 7FC 800 800 7EA 791 815 803 803 
 2.14500E-04 7FF 7FE 8BA 7FE 800 801 800 801 7FC 7FF 7FD 7E5 79D 81A 806 804 
 2.14750E-04 7FF 7FE 8BD 7FE 800 801 800 801 7FC 7FD 7FA 7E0 7A9 820 80A 805 
 2.15000E-04 7FF 7FE 8BF 7FE 800 801 800 801 7FB 7FC 7F7 7DB 7B5 825 80D 806 
 2.15250E-04 7FF 7FE 8C0 7FE 800 801 800 801 7FB 7FC 7F4 7D4 7CE 82D 810 807 
 2.15500E-04 7FE 7FE 8C1 7FE 801 801 801 801 7FB 7FB 7F1 7CD 7E8 834 813 807 
 2.15750E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EE 7C7 803 83B 815 807 
 2.16000E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EC 7C1 81E 841 817 807 
 2.16250E-04 7FE 7FE 8C3 7FE 801 801 801 801 7FB 7FA 7EB 7BC 839 846 818 806 
 2.16500E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FC 7FA 7EA 7BA 84F 848 818 805 
 2.16750E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FD 7FB 7EA 7B7 864 84B 817 804 
 2.17000E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FD 7FB 7EA 7B5 87A 84D 817 803 
 2.17250E-04 7FE 7FF 8C3 800 801 800 801 800 7FE 7FC 7EB 7B7 884 84A 814 802 
 2.17500E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FD 7ED 7BA 88A 846 812 801 
 2.17750E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FE 7EF 7BE 890 842 80F 7FF 
 2.18000E-04 7FE 800 8C1 800 801 7FF 801 7FF 800 800 7F1 7C1 897 83E 80C 7FE 
 2.18250E-04 7FF 800 8C1 801 801 7FE 800 7FF 801 801 7F3 7C4 89D 83A 809 7FD 
 2.18500E-04 7FF 801 8C1 801 800 7FE 800 7FE 801 802 7F5 7C8 8A3 836 807 7FB 
 2.18750E-04 7FF 801 8C0 801 800 7FE 800 7FE 802 803 7F8 7CF 899 82E 803 7FA 
 2.19000E-04 7FF 801 8BE 801 800 7FE 800 7FE 802 804 7FC 7D7 88B 824 800 7FA 
 2.19250E-04 800 801 8BD 801 800 7FE 800 7FE 803 805 7FF 7E0 87D 81B 7FC 7F9 
 2.19500E-04 800 801 8BC 801 7FF 7FE 7FF 7FE 803 806 802 7E8 86F 812 7F9 7F8 
 2.19750E-04 800 801 8BB 801 7FF 7FE 7FF 7FE 804 807 805 7F1 862 809 7F5 7F7 
 2.20000E-04 800 801 8BA 801 7FF 7FE 7FF 7FE 804 808 808 7F9 854 800 7F1 7F6 
 2.20250E-04 800 801 8B9 801 7FF 7FE 7FF 7FE 804 809 80C 803 83B 7F5 7EE 7F6 
 2.20500E-04 801 801 8B7 801 7FE 7FE 7FE 7FE 804 809 80F 80D 821 7EB 7EC 7F6 
 2.20750E-04 801 801 8B5 801 7FE 7FE 7FE 7FE 804 80A 811 816 806 7E0 7E9 7F6 
 2.21000E-04 801 801 8B4 801 7FE 7FE 7FE 7FE 804 80A 813 81F 7E9 7D7 7E7 7F6 
 2.21250E-04 801 801 8B2 801 7FE 7FE 7FE 7FE 804 80A 815 827 7CE 7CF 7E6 7F7 
 2.21500E-04 801 801 8AF 800 7FE 7FF 7FE 7FE 803 809 816 82E 7B5 7C8 7E6 7F8 
 2.21750E-04 801 800 8AC 800 7FE 7FF 7FE 7FF 803 809 816 833 79F 7C3 7E7 7F9 
 2.22000E-04 801 800 8A8 800 7FE 7FF 7FE 7FF 802 808 816 837 78C 7BF 7E8 7FA 
 2.22250E-04 801 800 8A4 7FF 7FE 800 7FE 7FF 801 807 815 83B 77A 7BC 7E9 7FC 
 2.22500E-04 801 7FF 89E 7FF 7FE 800 7FE 800 800 806 813 83B 772 7BC 7EC 7FD 
 2.22750E-04 801 7FF 898 7FF 7FE 800 7FE 800 800 805 811 83B 76B 7BC 7EF 7FE 
 2.23000E-04 801 7FF 892 7FE 7FE 800 7FE 800 7FF 804 80F 83B 764 7BD 7F2 800 
 2.23250E-04 800 7FF 88C 7FE 7FE 801 7FE 800 7FE 803 80D 83C 75C 7BD 7F5 801 
 2.23500E-04 800 7FE 884 7FE 7FF 801 7FF 801 7FE 801 80A 838 764 7C1 7F8 802 
 2.23750E-04 800 7FE 87C 7FE 7FF 801 7FF 801 7FD 800 807 834 770 7C6 7FC 803 
 2.24000E-04 800 7FE 873 7FE 7FF 801 7FF 801 7FD 7FF 804 830 77C 7CB 7FF 804 
 2.24250E-04 800 7FE 86B 7FE 7FF 801 7FF 801 7FC 7FE 800 82C 787 7D0 803 805 
 2.24500E-04 7FF 7FE 862 7FE 800 801 800 801 7FC 7FD 7FD 828 793 7D4 806 806 
 2.24750E-04 7FF 7FE 859 7FE 800 801 800 801 7FB 7FC 7FA 824 79F 7D9 80A 806 
 2.25000E-04 7FF 7FE 851 7FD 800 802 800 801 7FB 7FB 7F7 820 7AB 7DE 80D 807 
 2.25250E-04 7FF 7FE 847 7FE 800 801 800 801 7FB 7FA 7F4 819 7C4 7E5 810 808 
 2.25500E-04 7FE 7FE 83D 7FE 801 801 801 801 7FB 7F9 7F1 813 7DD 7EC 813 808 
 2.25750E-04 7FE 7FE 833 7FE 801 801 801 801 7FB 7F9 7EE 80D 7F8 7F2 815 808 
 2.26000E-04 7FE 7FE 828 7FE 801 801 801 801 7FB 7F9 7EC 808 813 7F7 817 808 
 2.26250E-04 7FE 7FE 81E 7FE 801 801 801 801 7FB 7F8 7EB 804 82D 7FD 818 807 
 2.26500E-04 7FE 7FE 814 7FF 801 801 801 801 7FC 7F9 7EA 801 843 7FF 818 806 
 2.26750E-04 7FE 7FF 80A 7FF 801 800 801 800 7FD 7F9 7EA 7FF 858 801 817 805 
 2.27000E-04 7FE 7FF 800 7FF 801 800 801 800 7FD 7FA 7EA 7FD 86D 803 817 804 
 2.27250E-04 7FE 7FF 7F6 7FF 801 800 801 800 7FE 7FA 7EB 7FF 879 801 815 803 
 2.27500E-04 7FE 800 7ED 800 801 7FF 801 800 7FE 7FB 7ED 802 87E 7FD 812 802 
 2.27750E-04 7FE 800 7E4 800 801 7FF 801 7FF 7FF 7FC 7EF 805 884 7FA 80F 801 
 2.28000E-04 7FF 800 7DA 800 801 7FF 800 7FF 800 7FD 7F1 808 88A 7F6 80C 800 
 2.28250E-04 7FF 800 7D1 801 800 7FF 800 7FF 801 7FE 7F3 80B 88F 7F2 80A 7FE 
 2.28500E-04 7FF 801 7C8 801 800 7FE 800 7FF 801 7FF 7F5 80F 895 7EF 807 7FD 
 2.28750E-04 7FF 801 7BF 801 800 7FE 800 7FE 802 800 7F8 814 890 7E9 804 7FC 
 2.29000E-04 7FF 801 7B7 801 800 7FE 800 7FE 802 801 7FB 81B 882 7E1 800 7FB 
 2.29250E-04 800 801 7AF 801 800 7FE 7FF 7FE 803 802 7FE 823 874 7D9 7FD 7FB 
 2.29500E-04 800 801 7A8 801 7FF 7FE 7FF 7FE 803 803 802 82A 866 7D1 7F9 7FA 
 2.29750E-04 800 801 7A0 801 7FF 7FE 7FF 7FE 804 804 805 831 858 7C9 7F6 7F9 
 2.30000E-04 800 801 798 801 7FF 7FE 7FF 7FE 804 805 808 839 84A 7C1 7F2 7F8 
 2.30250E-04 800 801 791 801 7FF 7FE 7FF 7FE 804 805 80B 841 831 7B8 7EF 7F8 
 2.30500E-04 801 801 78A 801 7FE 7FE 7FE 7FE 804 806 80E 849 818 7B0 7EC 7F8 
 2.30750E-04 801 801 784 801 7FE 7FE 7FE 7FE 804 806 810 851 7FD 7A8 7EA 7F8 
 2.31000E-04 801 801 77E 801 7FE 7FE 7FE 7FE 804 806 812 857 7E3 7A1 7E9 7F9 
 2.31250E-04 801 801 778 801 7FE 7FE 7FE 7FE 803 806 814 85D 7C9 79C 7E8 7FA 
 2.31500E-04 801 800 772 800 7FE 7FF 7FE 7FF 803 805 814 861 7B3 798 7E8 7FB 
 2.31750E-04 801 800 76D 800 7FE 7FF 7FE 7FF 802 805 814 863 7A0 796 7E9 7FC 
 2.32000E-04 801 800 768 800 7FE 7FF 7FE 7FF 802 804 814 865 78D 795 7EA 7FD 
 2.32250E-04 801 800 763 7FF 7FE 800 7FE 7FF 801 803 814 866 77B 793 7EB 7FE 
 2.32500E-04 801 7FF 75F 7FF 7FE 800 7FE 800 800 802 812 863 775 797 7ED 800 
 2.32750E-04 801 7FF 75B 7FF 7FE 800 7FE 800 800 800 80F 85F 775 79D 7F0 801 
 2.33000E-04 800 7FF 757 7FF 7FE 800 7FE 800 7FF 7FF 80D 85A 774 7A2 7F3 802 
 2.33250E-04 800 7FF 753 7FE 7FF 801 7FF 800 7FE 7FE 80B 855 773 7A8 7F6 804 
 2.33500E-04 800 7FE 750 7FE 7FF 801 7FF 800 7FE 7FD 808 851 772 7AE 7F9 805 
 2.33750E-04 800 7FE 74C 7FE 7FF 801 7FF 801 7FD 7FB 806 84C 772 7B3 7FC 806 
 2.34000E-04 800 7FE 748 7FE 7FF 801 7FF 801 7FD 7FA 803 847 771 7B9 800 808 
 2.34250E-04 7FF 7FE 746 7FE 7FF 801 800 801 7FC 7F9 800 83E 782 7C3 803 808 
 2.34500E-04 7FF 7FE 743 7FE 800 801 800 801 7FC 7F8 7FD 835 793 7CD 807 809 
 2.34750E-04 7FF 7FE 741 7FE 800 801 800 801 7FB 7F7 7FA 82C 7A5 7D7 80A 80A 
 2.35000E-04 7FF 7FE 73F 7FE 800 801 800 801 7FB 7F6 7F6 822 7B6 7E2 80E 80B 
 2.35250E-04 7FE 7FE 73D 7FE 800 801 801 801 7FB 7F5 7F3 818 7CF 7ED 811 80B 
 2.35500E-04 7FE 7FE 73C 7FE 801 801 801 801 7FB 7F4 7F0 80E 7E9 7F8 813 80B 
 2.35750E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7EE 804 805 802 815 80B 
 2.36000E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7EC 7FB 820 80B 817 80A 
 2.36250E-04 7FE 7FE 739 7FE 801 801 801 801 7FC 7F4 7EB 7F4 839 813 818 809 
 2.36500E-04 7FE 7FF 738 7FF 801 800 801 801 7FC 7F4 7EA 7EC 853 81B 818 809 
 2.36750E-04 7FE 7FF 738 7FF 801 800 801 800 7FD 7F5 7EA 7E8 864 81F 817 807 
 2.37000E-04 7FE 7FF 739 7FF 801 800 801 800 7FD 7F6 7EB 7E5 875 822 816 806 
 2.37250E-04 7FE 7FF 739 800 801 800 801 800 7FE 7F7 7EB 7E1 886 825 814 804 
 2.37500E-04 7FE 800 739 800 801 7FF 801 7FF 7FF 7F8 7EC 7DE 896 828 813 803 
 2.37750E-04 7FE 800 73A 800 801 7FF 801 7FF 7FF 7F9 7EE 7DF 899 827 810 802 
 2.38000E-04 7FE 800 73B 800 801 7FF 801 7FF 800 7FA 7F1 7E2 895 823 80D 800 
 2.38250E-04 7FF 800 73C 801 801 7FF 800 7FF 800 7FB 7F4 7E5 891 81F 809 7FF 
 2.38500E-04 7FF 801 73E 801 800 7FE 800 7FF 801 7FD 7F6 7E8 88E 81B 806 7FE 
 2.38750E-04 7FF 801 73F 801 800 7FE 800 7FE 802 7FE 7F9 7EC 88A 817 803 7FC 
 2.39000E-04 7FF 801 740 801 800 7FE 800 7FE 802 7FF 7FC 7EF 886 813 7FF 7FB 
 2.39250E-04 7FF 801 741 801 800 7FE 800 7FE 803 801 7FF 7F2 883 810 7FC 7FA 
 2.39500E-04 800 801 742 802 800 7FE 7FF 7FE 803 802 801 7F5 87E 80B 7F9 7F8 
 2.39750E-04 800 801 744 801 7FF 7FE 7FF 7FE 804 803 805 7FC 86A 804 7F5 7F7 
 2.40000E-04 800 801 746 801 7FF 7FE 7FF 7FE 804 804 808 803 856 7FC 7F2 7F7 
 2.40250E-04 800 801 748 801 7FF 7FE 7FF 7FE 804 805 80B 80B 83E 7F4 7EF 7F6 
 2.40500E-04 801 801 74A 801 7FE 7FE 7FE 7FE 804 806 80E 813 824 7EB 7EC 7F6 
 2.40750E-04 801 801 74C 801 7FE 7FE 7FE 7FE 804 807 811 81A 808 7E4 7EA 7F6 
 2.41000E-04 801 801 74F 801 7FE 7FE 7FE 7FE 804 807 813 820 7EC 7DD 7E8 7F6 
 2.41250E-04 801 801 751 801 7FE 7FE 7FE 7FE 804 807 815 826 7D1 7D7 7E7 7F7 
 2.41500E-04 801 801 754 800 7FE 7FF 7FE 7FE 803 807 816 82B 7B8 7D2 7E6 7F8 
 2.41750E-04 801 800 757 800 7FE 7FF 7FE 7FF 803 806 816 82D 7A3 7D0 7E7 7F9 
 2.42000E-04 801 800 75B 800 7FE 7FF 7FE 7FF 802 806 816 82F 78E 7CE 7E8 7FA 
 2.42250E-04 801 800 75F 7FF 7FE 800 7FE 7FF 801 805 815 82E 77F 7CF 7EA 7FC 
 2.42500E-04 801 7FF 765 7FF 7FE 800 7FE 800 800 803 813 82C 776 7D3 7EC 7FD 
 2.42750E-04 801 7FF 76A 7FF 7FE 800 7FE 800 800 802 811 829 76C 7D6 7EF 7FF 
 2.43000E-04 800 7FF 76F 7FE 7FE 800 7FE 800 7FF 801 80F 826 763 7DA 7F2 801 
 2.43250E-04 800 7FF 776 7FE 7FE 801 7FF 800 7FE 800 80D 820 763 7E0 7F5 802 
 2.43500E-04 800 7FE 77E 7FE 7FF 801 7FF 800 7FE 7FE 80A 818 76B 7E9 7F8 803 
 2.43750E-04 800 7FE 785 7FE 7FF 801 7FF 801 7FD 7FD 807 810 774 7F2 7FC 804 
 2.44000E-04 800 7FE 78D 7FE 7FF 801 7FF 801 7FD 7FC 804 808 77C 7FB 7FF 806 
 2.44250E-04 7FF 7FE 795 7FE 7FF 801 7FF 801 7FC 7FA 800 7FF 784 805 803 807 
 2.44500E-04 7FF 7FE 79C 7FE 800 801 800 801 7FC 7F9 7FD 7F7 78D 80E 806 808 
 2.44750E-04 7FF 7FE 7A5 7FE 800 801 800 801 7FB 7F8 7FA 7EE 79A 818 80A 809 
 2.45000E-04 7FF 7FE 7AE 7FE 800 801 800 801 7FB 7F7 7F7 7E3 7AF 824 80D 80A 
 2.45250E-04 7FE 7FE 7B7 7FE 800 801 800 801 7FB 7F6 7F4 7D8 7C7 82F 810 80A 
 2.45500E-04 7FE 7FE 7C1 7FE 801 801 801 801 7FB 7F6 7F1 7CD 7E1 83B 813 80A 
 2.45750E-04 7FE 7FE 7CB 7FE 801 801 801 801 7FB 7F5 7EF 7C3 7FB 846 815 80A 
 2.46000E-04 7FE 7FE 7D5 7FE 801 801 801 801 7FB 7F5 7ED 7B9 816 850 817 809 
 2.46250E-04 7FE 7FE 7DF 7FE 801 801 801 801 7FC 7F5 7EC 7B1 82E 858 817 808 
 2.46500E-04 7FE 7FF 7E9 7FF 801 800 801 801 7FC 7F6 7EB 7AA 845 85E 817 807 
 2.46750E-04 7FE 7FF 7F3 7FF 801 800 801 800 7FD 7F6 7EA 7A3 85C 865 817 806 
 2.47000E-04 7FE 7FF 7FD 7FF 801 800 801 800 7FD 7F7 7EB 7A0 86C 869 816 805 
 2.47250E-04 7FE 7FF 806 800 801 800 801 800 7FE 7F8 7EC 79E 876 869 814 803 
 2.47500E-04 7FE 800 810 800 801 7FF 801 800 7FF 7FA 7EE 79D 881 86A 811 802 
 2.47750E-04 7FE 800 81A 800 801 7FF 801 7FF 7FF 7FB 7EF 79C 88B 86A 80F 800 
 2.48000E-04 7FE 800 824 800 801 7FF 801 7FF 800 7FC 7F0 79B 896 86B 80D 7FE 
 2.48250E-04 7FF 800 82D 801 801 7FF 800 7FF 801 7FD 7F3 79D 895 867 80A 7FD 
 2.48500E-04 7FF 801 835 801 800 7FE 800 7FF 801 7FF 7F6 7A3 88B 861 807 7FC 
 2.48750E-04 7FF 801 83E 801 800 7FE 800 7FF 802 800 7F9 7A9 880 85A 803 7FB 
 2.49000E-04 7FF 801 847 801 800 7FE 800 7FE 802 801 7FC 7AE 876 854 800 7FA 
 2.49250E-04 7FF 801 84F 801 800 7FE 800 7FE 802 803 7FF 7B4 86B 84D 7FD 7F8 
 2.49500E-04 800 801 858 801 7FF 7FE 7FF 7FE 803 804 802 7B9 861 847 7F9 7F7 
 2.49750E-04 800 801 860 801 7FF 7FE 7FF 7FE 803 806 805 7BF 856 840 7F6 7F6 
 2.50000E-04 800 801 869 801 7FF 7FE 7FF 7FE 804 807 808 7C4 84C 83A 7F2 7F5 
 2.50250E-04 800 801 870 801 7FF 7FE 7FF 7FE 804 808 80B 7CD 833 830 7EF 7F4 
 2.50500E-04 801 801 878 801 7FE 7FE 7FE 7FE 804 809 80E 7D6 81A 827 7ED 7F4 
 2.50750E-04 801 801 87E 801 7FE 7FE 7FE 7FE 804 80A 810 7DF 7FF 81D 7EA 7F4 
 2.51000E-04 801 801 885 801 7FE 7FE 7FE 7FE 804 80A 812 7E7 7E4 815 7E9 7F4 
 2.51250E-04 801 801 88B 801 7FE 7FE 7FE 7FE 803 80A 814 7EE 7CB 80D 7E8 7F5 
 2.51500E-04 801 800 890 800 7FE 7FF 7FE 7FF 803 80A 814 7F3 7B5 808 7E8 7F6 
 2.51750E-04 801 800 896 800 7FE 7FF 7FE 7FF 802 80A 815 7F8 79F 802 7E8 7F7 
 2.52000E-04 801 800 89B 800 7FE 7FF 7FE 7FF 802 809 815 7FC 78B 7FE 7E9 7F8 
 2.52250E-04 801 800 89F 7FF 7FE 800 7FE 7FF 801 808 813 7FC 784 7FE 7EB 7F9 
 2.52500E-04 801 7FF 8A3 7FF 7FE 800 7FE 800 800 807 811 7FC 77C 7FF 7EE 7FB 
 2.52750E-04 801 7FF 8A7 7FF 7FE 800 7FE 800 800 806 80F 7FC 774 7FF 7F0 7FC 
 2.53000E-04 800 7FF 8AB 7FF 7FE 800 7FE 800 7FF 805 80E 7FC 76D 7FF 7F3 7FE 
 2.53250E-04 800 7FF 8AF 7FE 7FE 801 7FF 800 7FE 804 80C 7FC 765 800 7F6 7FF 
 2.53500E-04 800 7FE 8B2 7FE 7FF 801 7FF 801 7FE 803 809 7FA 768 803 7F9 800 
 2.53750E-04 800 7FE 8B4 7FE 7FF 801 7FF 801 7FD 802 806 7F5 775 809 7FC 801 
 2.54000E-04 800 7FE 8B6 7FE 7FF 801 7FF 801 7FD 801 803 7F0 781 80E 800 802 
 2.54250E-04 7FF 7FE 8B8 7FE 7FF 801 800 801 7FC 800 800 7EA 78E 814 803 803 
 2.54500E-04 7FF 7FE 8BA 7FE 800 801 800 801 7FC 7FF 7FD 7E5 79B 81A 807 804 
 2.54750E-04 7FF 7FE 8BD 7FE 800 801 800 801 7FB 7FD 7FA 7E0 7A8 820 80A 805 
 2.55000E-04 7FF 7FE 8BF 7FE 800 801 800 801 7FB 7FC 7F7 7DB 7B5 825 80D 806 
 2.55250E-04 7FE 7FE 8C0 7FE 800 801 800 801 7FB 7FC 7F3 7D4 7CE 82D 810 807 
 2.55500E-04 7FE 7FE 8C1 7FE 801 801 801 801 7FB 7FB 7F1 7CD 7E8 834 813 807 
 2.55750E-04 7FE 7FE 8C1 7FE 801 801 801 801 7FB 7FA 7EE 7C7 804 83B 815 807 
 2.56000E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EC 7C1 81F 841 817 807 
 2.56250E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FC 7FA 7EA 7BC 839 846 818 806 
 2.56500E-04 7FE 7FF 8C3 7FF 801 800 801 801 7FC 7FA 7EA 7B9 84F 849 818 805 
