#format table ## [Custom WaveView] saved 17:43:25 Mon Sep 28 2020
#logic 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 
 TIME 0x|0|v(sen_fout_col_p<0>)-0|v(sen_fout_col_n<0>) 0x|0|v(sen_fout_col_p<1>)-0|v(sen_fout_col_n<1>) 0x|0|v(sen_fout_col_p<2>)-0|v(sen_fout_col_n<2>) 0x|0|v(sen_fout_col_p<3>)-0|v(sen_fout_col_n<3>) 0x|0|v(sen_fout_col_p<4>)-0|v(sen_fout_col_n<4>) 0x|0|v(sen_fout_col_p<5>)-0|v(sen_fout_col_n<5>) 0x|0|v(sen_fout_col_p<6>)-0|v(sen_fout_col_n<6>) 0x|0|v(sen_fout_col_p<7>)-0|v(sen_fout_col_n<7>) 0x|0|v(sen_fout_row_p<0>)-0|v(sen_fout_row_n<0>) 0x|0|v(sen_fout_row_p<1>)-0|v(sen_fout_row_n<1>) 0x|0|v(sen_fout_row_p<2>)-0|v(sen_fout_row_n<2>) 0x|0|v(sen_fout_row_p<3>)-0|v(sen_fout_row_n<3>) 0x|0|v(sen_fout_row_p<4>)-0|v(sen_fout_row_n<4>) 0x|0|v(sen_fout_row_p<5>)-0|v(sen_fout_row_n<5>) 0x|0|v(sen_fout_row_p<6>)-0|v(sen_fout_row_n<6>) 0x|0|v(sen_fout_row_p<7>)-0|v(sen_fout_row_n<7>) 

* TIME       C0  C1  C2  C3  C4  C5  C6  C7  R0  R1  R2  R3  R4  R5  R6  R7
 3.13500E-04 800 7FE 74F 7FE 7FF 801 7FF 800 7FE 7FD 809 853 76D 7AB 7F9 805 
 3.13750E-04 800 7FE 74C 7FE 7FF 801 7FF 801 7FD 7FC 806 84B 779 7B4 7FC 806 
 3.14000E-04 800 7FE 74A 7FE 7FF 801 7FF 801 7FD 7FA 803 843 785 7BD 7FF 807 
 3.14250E-04 7FF 7FE 747 7FE 7FF 801 800 801 7FC 7F9 800 83B 791 7C6 803 808 
 3.14500E-04 7FF 7FE 744 7FE 800 801 800 801 7FC 7F8 7FD 833 79C 7CF 806 809 
 3.14750E-04 7FF 7FE 741 7FE 800 801 800 801 7FC 7F7 7FA 82B 7A8 7D7 80A 80A 
 3.15000E-04 7FF 7FE 73F 7FE 800 801 800 801 7FB 7F6 7F7 824 7B4 7E0 80D 80B 
 3.15250E-04 7FE 7FE 73D 7FE 800 801 801 801 7FB 7F5 7F4 819 7CD 7EB 810 80B 
 3.15500E-04 7FE 7FE 73C 7FE 801 801 801 801 7FB 7F4 7F1 80F 7E7 7F6 813 80B 
 3.15750E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7EE 805 802 801 815 80B 
 3.16000E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7EC 7FC 81D 80A 817 80A 
 3.16250E-04 7FE 7FE 739 7FE 801 801 801 801 7FB 7F4 7EB 7F4 838 813 818 80A 
 3.16500E-04 7FE 7FF 739 7FF 801 800 801 801 7FC 7F4 7EA 7EE 84E 819 818 808 
 3.16750E-04 7FE 7FF 738 7FF 801 800 801 800 7FD 7F5 7EA 7E8 864 81F 817 807 
 3.17000E-04 7FE 7FF 738 7FF 801 800 801 800 7FD 7F5 7EA 7E2 879 824 817 806 
 3.17250E-04 7FE 7FF 739 800 801 7FF 801 800 7FE 7F7 7EB 7E2 882 825 814 805 
 3.17500E-04 7FE 800 73A 800 801 7FF 801 7FF 7FF 7F8 7ED 7E2 889 824 812 803 
 3.17750E-04 7FE 800 73A 800 801 7FF 801 7FF 7FF 7F9 7EF 7E2 890 823 80F 802 
 3.18000E-04 7FE 800 73B 800 801 7FF 801 7FF 800 7FA 7F1 7E2 896 822 80C 800 
 3.18250E-04 7FF 800 73C 801 801 7FE 800 7FF 801 7FB 7F3 7E3 89D 822 809 7FE 
 3.18500E-04 7FF 801 73D 801 800 7FE 800 7FE 801 7FD 7F5 7E3 8A3 821 807 7FD 
 3.18750E-04 7FF 801 73E 801 800 7FE 800 7FE 802 7FE 7F8 7E8 897 81B 803 7FC 
 3.19000E-04 7FF 801 740 801 800 7FE 800 7FE 802 7FF 7FC 7EE 88A 815 800 7FB 
 3.19250E-04 7FF 801 742 801 800 7FE 800 7FE 803 801 7FF 7F3 87C 80E 7FC 7FA 
 3.19500E-04 800 801 743 801 7FF 7FE 7FF 7FE 803 802 802 7F9 86E 808 7F9 7F9 
 3.19750E-04 800 801 745 801 7FF 7FE 7FF 7FE 804 803 805 7FE 861 801 7F5 7F8 
 3.20000E-04 800 801 746 801 7FF 7FE 7FF 7FE 804 804 808 804 853 7FB 7F2 7F7 
 3.20250E-04 800 801 748 801 7FF 7FE 7FF 7FE 804 805 80C 80C 83B 7F3 7EE 7F6 
 3.20500E-04 801 801 74A 801 7FE 7FE 7FE 7FE 804 806 80F 813 821 7EB 7EC 7F6 
 3.20750E-04 801 801 74D 801 7FE 7FE 7FE 7FE 804 807 811 81A 805 7E3 7E9 7F6 
 3.21000E-04 801 801 74F 801 7FE 7FE 7FE 7FE 804 807 813 821 7E9 7DC 7E7 7F6 
 3.21250E-04 801 801 751 801 7FE 7FE 7FE 7FE 804 807 815 827 7CE 7D6 7E6 7F7 
 3.21500E-04 801 801 754 800 7FE 7FF 7FE 7FE 803 807 816 82C 7B4 7D1 7E6 7F8 
 3.21750E-04 801 800 757 800 7FE 7FF 7FE 7FF 803 806 816 82E 79F 7CF 7E7 7F9 
 3.22000E-04 801 800 75B 800 7FE 7FF 7FE 7FF 802 806 816 830 78A 7CD 7E8 7FA 
 3.22250E-04 801 800 75F 7FF 7FE 800 7FE 7FF 801 805 815 82F 77C 7CF 7EA 7FC 
 3.22500E-04 801 7FF 764 7FF 7FE 800 7FE 800 800 803 813 82C 772 7D2 7EC 7FD 
 3.22750E-04 801 7FF 76A 7FF 7FE 800 7FE 800 800 802 811 82A 768 7D5 7EF 7FF 
 3.23000E-04 801 7FF 76F 7FE 7FE 800 7FE 800 7FF 801 80F 827 75F 7D9 7F2 801 
 3.23250E-04 800 7FF 776 7FE 7FE 801 7FF 800 7FE 800 80D 820 761 7E0 7F5 802 
 3.23500E-04 800 7FE 77D 7FE 7FF 801 7FF 800 7FE 7FE 80A 818 769 7E9 7F8 803 
 3.23750E-04 800 7FE 785 7FE 7FF 801 7FF 801 7FD 7FD 806 810 771 7F2 7FC 805 
 3.24000E-04 800 7FE 78D 7FE 7FF 801 7FF 801 7FD 7FC 803 808 779 7FB 7FF 806 
 3.24250E-04 7FF 7FE 794 7FE 7FF 801 7FF 801 7FC 7FA 800 800 781 804 803 807 
 3.24500E-04 7FF 7FE 79C 7FD 800 801 800 801 7FC 7F9 7FD 7F8 788 80D 807 808 
 3.24750E-04 7FF 7FE 7A4 7FD 800 801 800 801 7FB 7F8 7FA 7EE 799 818 80A 809 
 3.25000E-04 7FF 7FE 7AE 7FD 800 801 800 801 7FB 7F7 7F7 7E3 7AD 824 80D 80A 
 3.25250E-04 7FF 7FE 7B7 7FE 800 801 800 801 7FB 7F6 7F4 7D8 7C6 82F 810 80A 
 3.25500E-04 7FE 7FE 7C1 7FE 801 801 801 801 7FB 7F5 7F1 7CD 7DF 83B 813 80A 
 3.25750E-04 7FE 7FE 7CA 7FE 801 801 801 801 7FB 7F5 7EE 7C2 7FA 846 815 80A 
 3.26000E-04 7FE 7FE 7D4 7FE 801 801 801 801 7FB 7F5 7EC 7B8 815 850 817 809 
 3.26250E-04 7FE 7FE 7DE 7FE 801 801 801 801 7FC 7F5 7EB 7B1 82D 858 817 808 
 3.26500E-04 7FE 7FF 7E8 7FF 801 800 801 801 7FC 7F6 7EB 7AA 844 85F 817 807 
 3.26750E-04 7FE 7FF 7F2 7FF 801 800 801 800 7FD 7F6 7EA 7A3 85C 866 818 806 
 3.27000E-04 7FE 7FF 7FC 7FF 801 800 801 800 7FD 7F7 7EA 79F 86B 869 816 805 
 3.27250E-04 7FE 7FF 806 7FF 801 800 801 800 7FE 7F8 7EC 79E 876 86A 814 803 
 3.27500E-04 7FE 800 810 800 801 7FF 801 800 7FF 7FA 7ED 79D 881 86A 812 802 
 3.27750E-04 7FE 800 81A 800 801 7FF 801 7FF 7FF 7FB 7EF 79B 88C 86B 80F 800 
 3.28000E-04 7FE 800 823 800 801 7FF 801 7FF 800 7FC 7F0 79A 898 86C 80D 7FE 
 3.28250E-04 7FF 800 82C 801 801 7FF 800 7FF 801 7FD 7F3 79E 893 867 80A 7FD 
 3.28500E-04 7FF 800 835 801 800 7FE 800 7FF 801 7FF 7F6 7A3 889 861 807 7FC 
 3.28750E-04 7FF 801 83E 801 800 7FE 800 7FF 802 800 7F9 7A9 87F 85A 803 7FB 
 3.29000E-04 7FF 801 846 801 800 7FE 800 7FE 802 801 7FC 7AE 875 854 800 7FA 
 3.29250E-04 800 801 84F 801 800 7FE 800 7FE 802 803 7FF 7B3 86B 84E 7FD 7F8 
 3.29500E-04 800 801 857 801 7FF 7FE 7FF 7FE 803 804 802 7B9 861 847 7F9 7F7 
 3.29750E-04 800 801 860 801 7FF 7FE 7FF 7FE 803 806 805 7BE 857 841 7F6 7F6 
 3.30000E-04 800 801 869 801 7FF 7FE 7FF 7FE 804 807 807 7C4 84D 83B 7F2 7F5 
 3.30250E-04 800 801 870 801 7FF 7FE 7FF 7FE 804 808 80B 7CD 834 831 7EF 7F4 
 3.30500E-04 801 801 877 801 7FE 7FE 7FE 7FE 804 809 80E 7D5 81B 827 7ED 7F4 
 3.30750E-04 801 801 87E 801 7FE 7FE 7FE 7FE 804 80A 810 7DE 800 81E 7EA 7F4 
 3.31000E-04 801 801 885 801 7FE 7FE 7FE 7FE 804 80A 812 7E6 7E5 815 7E9 7F4 
 3.31250E-04 801 801 88B 801 7FE 7FE 7FE 7FE 804 80A 814 7ED 7CD 80E 7E8 7F5 
 3.31500E-04 801 800 890 800 7FE 7FF 7FE 7FF 803 80A 814 7F2 7B6 808 7E8 7F6 
 3.31750E-04 801 800 896 800 7FE 7FF 7FE 7FF 802 80A 815 7F8 7A0 803 7E8 7F7 
 3.32000E-04 801 800 89B 800 7FE 7FF 7FE 7FF 802 809 814 7FC 78E 7FF 7E9 7F8 
 3.32250E-04 801 800 89F 7FF 7FE 800 7FE 7FF 801 808 813 7FC 786 7FF 7EB 7F9 
 3.32500E-04 801 7FF 8A3 7FF 7FE 800 7FE 800 800 807 811 7FC 77D 7FF 7EE 7FB 
 3.32750E-04 801 7FF 8A7 7FF 7FE 800 7FE 800 800 806 80F 7FC 774 7FF 7F0 7FC 
 3.33000E-04 801 7FF 8AB 7FE 7FE 800 7FE 800 7FF 805 80E 7FD 76C 7FF 7F3 7FE 
 3.33250E-04 800 7FF 8AF 7FE 7FE 801 7FF 800 7FE 804 80C 7FD 763 7FF 7F5 7FF 
 3.33500E-04 800 7FE 8B2 7FE 7FF 801 7FF 800 7FE 803 809 7F9 76C 804 7F8 800 
 3.33750E-04 800 7FE 8B4 7FE 7FF 801 7FF 801 7FD 802 806 7F4 778 809 7FC 801 
 3.34000E-04 800 7FE 8B6 7FE 7FF 801 7FF 801 7FD 801 803 7EF 784 80F 7FF 802 
 3.34250E-04 7FF 7FE 8B8 7FE 7FF 801 800 801 7FC 800 800 7EA 790 815 803 803 
 3.34500E-04 7FF 7FE 8BB 7FE 800 801 800 801 7FC 7FF 7FD 7E5 79D 81A 806 804 
 3.34750E-04 7FF 7FE 8BD 7FE 800 801 800 801 7FC 7FD 7FA 7E0 7A9 820 80A 805 
 3.35000E-04 7FF 7FE 8BF 7FE 800 801 800 801 7FB 7FC 7F7 7DB 7B5 825 80D 806 
 3.35250E-04 7FF 7FE 8C0 7FE 800 801 800 801 7FB 7FC 7F4 7D4 7CF 82D 810 807 
 3.35500E-04 7FE 7FE 8C1 7FE 801 801 801 801 7FB 7FB 7F1 7CD 7E9 834 813 807 
 3.35750E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EE 7C7 804 83B 815 807 
 3.36000E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EC 7C1 81F 841 817 807 
 3.36250E-04 7FE 7FE 8C3 7FE 801 801 801 801 7FB 7FA 7EA 7BC 83A 847 818 806 
 3.36500E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FC 7FA 7EA 7B9 84F 849 818 805 
 3.36750E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FD 7FB 7EA 7B7 865 84B 817 804 
 3.37000E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FD 7FB 7EA 7B5 87A 84D 816 803 
 3.37250E-04 7FE 7FF 8C3 800 801 800 801 800 7FE 7FC 7EB 7B6 885 84B 814 802 
 3.37500E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FD 7ED 7BA 88B 846 812 801 
 3.37750E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FE 7EF 7BE 890 842 80F 7FF 
 3.38000E-04 7FE 800 8C2 800 801 7FF 801 7FF 800 800 7F1 7C1 896 83E 80C 7FE 
 3.38250E-04 7FF 800 8C1 801 801 7FE 800 7FF 801 801 7F3 7C5 89B 839 809 7FD 
 3.38500E-04 7FF 801 8C1 801 800 7FE 800 7FE 801 802 7F6 7C8 8A1 835 806 7FB 
 3.38750E-04 7FF 801 8C0 801 800 7FE 800 7FE 802 803 7F8 7CF 89B 82E 803 7FA 
 3.39000E-04 7FF 801 8BF 801 800 7FE 800 7FE 802 804 7FC 7D7 88D 825 800 7F9 
 3.39250E-04 800 801 8BE 801 800 7FE 800 7FE 803 805 7FF 7E0 87F 81B 7FC 7F9 
 3.39500E-04 800 801 8BC 801 7FF 7FE 7FF 7FE 803 806 802 7E8 871 812 7F9 7F8 
 3.39750E-04 800 801 8BB 801 7FF 7FE 7FF 7FE 804 807 805 7F1 862 809 7F5 7F7 
 3.40000E-04 800 801 8BA 801 7FF 7FE 7FF 7FE 804 808 808 7F9 854 800 7F1 7F6 
 3.40250E-04 800 801 8B9 801 7FF 7FE 7FF 7FE 804 809 80C 803 83C 7F5 7EE 7F6 
 3.40500E-04 801 801 8B7 801 7FE 7FE 7FE 7FE 804 809 80F 80D 822 7EA 7EC 7F6 
 3.40750E-04 801 801 8B6 801 7FE 7FE 7FE 7FE 804 80A 811 816 806 7E0 7E9 7F6 
 3.41000E-04 801 801 8B4 801 7FE 7FE 7FE 7FE 804 80A 814 81F 7EA 7D7 7E7 7F6 
 3.41250E-04 801 801 8B2 801 7FE 7FE 7FE 7FE 804 80A 815 827 7CE 7CF 7E6 7F7 
 3.41500E-04 801 801 8AF 800 7FE 7FF 7FE 7FE 803 809 816 82E 7B5 7C8 7E6 7F8 
 3.41750E-04 801 800 8AC 800 7FE 7FF 7FE 7FF 803 809 816 833 79F 7C3 7E7 7F9 
 3.42000E-04 801 800 8A8 800 7FE 7FF 7FE 7FF 802 808 816 837 78C 7BF 7E8 7FA 
 3.42250E-04 801 800 8A4 7FF 7FE 800 7FE 7FF 801 807 815 83B 77A 7BB 7E9 7FC 
 3.42500E-04 801 7FF 89E 7FF 7FE 800 7FE 800 800 806 813 83B 772 7BC 7EC 7FD 
 3.42750E-04 801 7FF 898 7FF 7FE 800 7FE 800 800 805 811 83B 76B 7BC 7EF 7FE 
 3.43000E-04 801 7FF 892 7FE 7FE 800 7FE 800 7FF 804 80F 83C 764 7BD 7F2 800 
 3.43250E-04 800 7FF 88C 7FE 7FE 801 7FE 800 7FE 803 80D 83C 75C 7BD 7F5 801 
 3.43500E-04 800 7FE 884 7FE 7FF 801 7FF 801 7FE 801 80A 838 764 7C1 7F8 802 
 3.43750E-04 800 7FE 87C 7FE 7FF 801 7FF 801 7FD 800 807 834 770 7C6 7FC 803 
 3.44000E-04 800 7FE 873 7FE 7FF 801 7FF 801 7FD 7FF 804 830 77C 7CB 7FF 804 
 3.44250E-04 800 7FE 86B 7FE 7FF 801 7FF 801 7FC 7FE 800 82C 788 7D0 803 805 
 3.44500E-04 7FF 7FE 862 7FE 800 801 800 801 7FC 7FD 7FD 828 793 7D4 806 806 
 3.44750E-04 7FF 7FE 85A 7FE 800 801 800 801 7FB 7FC 7FA 824 79F 7D9 80A 807 
 3.45000E-04 7FF 7FE 851 7FD 800 802 800 801 7FB 7FB 7F7 820 7AB 7DE 80D 807 
 3.45250E-04 7FF 7FE 847 7FD 800 801 800 801 7FB 7FA 7F4 819 7C4 7E5 810 808 
 3.45500E-04 7FE 7FE 83D 7FE 801 801 801 801 7FB 7F9 7F1 813 7DD 7EC 813 808 
 3.45750E-04 7FE 7FE 833 7FE 801 801 801 801 7FB 7F9 7EE 80D 7F8 7F2 815 808 
 3.46000E-04 7FE 7FE 828 7FE 801 801 801 801 7FB 7F9 7EC 808 813 7F7 817 808 
 3.46250E-04 7FE 7FE 81E 7FE 801 801 801 801 7FB 7F8 7EB 804 82E 7FD 818 807 
 3.46500E-04 7FE 7FE 814 7FF 801 801 801 801 7FC 7F9 7EA 802 843 7FF 818 806 
 3.46750E-04 7FE 7FF 80A 7FF 801 800 801 800 7FD 7F9 7EA 800 858 801 817 805 
 3.47000E-04 7FE 7FF 800 7FF 801 800 801 800 7FD 7FA 7EA 7FE 86D 802 817 804 
 3.47250E-04 7FE 7FF 7F6 7FF 801 800 801 800 7FE 7FA 7EB 7FF 879 801 815 803 
 3.47500E-04 7FE 800 7ED 800 801 7FF 801 800 7FE 7FB 7ED 802 87E 7FD 812 802 
 3.47750E-04 7FE 800 7E4 800 801 7FF 801 7FF 7FF 7FC 7EF 805 884 7FA 80F 801 
 3.48000E-04 7FF 800 7DB 800 801 7FF 800 7FF 800 7FD 7F1 808 88A 7F6 80C 800 
 3.48250E-04 7FF 800 7D1 801 800 7FF 800 7FF 801 7FE 7F3 80B 88F 7F2 80A 7FE 
 3.48500E-04 7FF 801 7C8 801 800 7FE 800 7FF 801 7FF 7F5 80F 895 7EF 807 7FD 
 3.48750E-04 7FF 801 7BF 801 800 7FE 800 7FE 802 800 7F8 814 890 7E9 804 7FC 
 3.49000E-04 7FF 801 7B7 801 800 7FE 800 7FE 802 801 7FB 81B 882 7E1 800 7FB 
 3.49250E-04 800 801 7B0 801 800 7FE 7FF 7FE 803 802 7FE 823 874 7D9 7FD 7FB 
 3.49500E-04 800 801 7A8 801 7FF 7FE 7FF 7FE 803 803 802 82A 866 7D1 7F9 7FA 
 3.49750E-04 800 801 7A0 801 7FF 7FE 7FF 7FE 804 804 805 831 858 7C9 7F6 7F9 
 3.50000E-04 800 801 798 801 7FF 7FE 7FF 7FE 804 805 808 839 84A 7C1 7F2 7F8 
 3.50250E-04 800 801 791 801 7FF 7FE 7FF 7FE 804 805 80B 841 831 7B8 7EF 7F8 
 3.50500E-04 801 801 78A 801 7FE 7FE 7FE 7FE 804 806 80E 849 818 7B0 7EC 7F8 
 3.50750E-04 801 801 784 801 7FE 7FE 7FE 7FE 804 806 810 851 7FD 7A8 7EA 7F8 
 3.51000E-04 801 801 77E 801 7FE 7FE 7FE 7FE 804 806 812 857 7E3 7A1 7E9 7F9 
 3.51250E-04 801 801 778 801 7FE 7FE 7FE 7FE 803 806 814 85D 7C9 79C 7E8 7FA 
 3.51500E-04 801 800 772 800 7FE 7FF 7FE 7FF 803 805 814 861 7B3 798 7E8 7FB 
 3.51750E-04 801 800 76D 800 7FE 7FF 7FE 7FF 802 805 814 863 7A0 796 7E9 7FC 
 3.52000E-04 801 800 768 800 7FE 7FF 7FE 7FF 802 804 814 865 78D 795 7EA 7FD 
 3.52250E-04 801 800 763 7FF 7FE 800 7FE 7FF 801 803 814 867 77A 793 7EB 7FE 
 3.52500E-04 801 7FF 75F 7FF 7FE 800 7FE 800 800 802 812 863 775 797 7ED 800 
 3.52750E-04 801 7FF 75B 7FF 7FE 800 7FE 800 800 800 80F 85F 775 79D 7F0 801 
 3.53000E-04 800 7FF 757 7FF 7FE 800 7FE 800 7FF 7FF 80D 85A 774 7A2 7F3 802 
 3.53250E-04 800 7FF 753 7FE 7FF 801 7FF 800 7FE 7FE 80B 855 773 7A8 7F6 804 
 3.53500E-04 800 7FE 750 7FE 7FF 801 7FF 800 7FE 7FD 808 851 772 7AD 7F9 805 
 3.53750E-04 800 7FE 74C 7FE 7FF 801 7FF 801 7FD 7FB 806 84C 772 7B3 7FC 806 
 3.54000E-04 800 7FE 748 7FE 7FF 801 7FF 801 7FD 7FA 803 848 771 7B9 800 808 
 3.54250E-04 7FF 7FE 746 7FE 7FF 801 800 801 7FC 7F9 800 83E 782 7C3 803 808 
 3.54500E-04 7FF 7FE 743 7FE 800 801 800 801 7FC 7F8 7FD 835 793 7CD 807 809 
 3.54750E-04 7FF 7FE 741 7FE 800 801 800 801 7FB 7F7 7FA 82C 7A5 7D7 80A 80A 
 3.55000E-04 7FF 7FE 73F 7FE 800 801 800 801 7FB 7F6 7F6 822 7B6 7E2 80E 80B 
 3.55250E-04 7FE 7FE 73D 7FE 800 801 801 801 7FB 7F5 7F3 818 7CF 7ED 811 80B 
 3.55500E-04 7FE 7FE 73C 7FE 801 801 801 801 7FB 7F4 7F0 80E 7E9 7F8 813 80B 
 3.55750E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7EE 804 805 802 815 80B 
 3.56000E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7EC 7FB 820 80B 817 80A 
 3.56250E-04 7FE 7FE 739 7FE 801 801 801 801 7FC 7F4 7EB 7F4 839 813 818 809 
 3.56500E-04 7FE 7FF 738 7FF 801 800 801 801 7FC 7F4 7EA 7EC 853 81B 818 809 
 3.56750E-04 7FE 7FF 739 7FF 801 800 801 800 7FD 7F5 7EA 7E8 864 81F 817 807 
 3.57000E-04 7FE 7FF 739 7FF 801 800 801 800 7FD 7F6 7EB 7E5 875 822 816 806 
 3.57250E-04 7FE 7FF 739 800 801 800 801 800 7FE 7F7 7EB 7E1 886 825 814 804 
 3.57500E-04 7FE 800 739 800 801 7FF 801 7FF 7FF 7F8 7EC 7DE 896 828 813 803 
 3.57750E-04 7FE 800 73A 800 801 7FF 801 7FF 7FF 7F9 7EE 7DF 899 826 810 802 
 3.58000E-04 7FE 800 73B 800 801 7FF 801 7FF 800 7FA 7F1 7E2 895 823 80D 800 
 3.58250E-04 7FF 800 73C 801 801 7FF 800 7FF 800 7FB 7F4 7E5 891 81F 809 7FF 
 3.58500E-04 7FF 801 73E 801 800 7FE 800 7FF 801 7FD 7F6 7E9 88E 81B 806 7FE 
 3.58750E-04 7FF 801 73F 801 800 7FE 800 7FE 802 7FE 7F9 7EC 88A 817 803 7FC 
 3.59000E-04 7FF 801 740 801 800 7FE 800 7FE 802 7FF 7FC 7EF 887 813 7FF 7FB 
 3.59250E-04 7FF 801 741 801 800 7FE 800 7FE 803 801 7FF 7F2 883 810 7FC 7FA 
 3.59500E-04 800 801 742 802 800 7FE 7FF 7FE 803 802 801 7F5 87E 80B 7F9 7F8 
 3.59750E-04 800 801 744 801 7FF 7FE 7FF 7FE 804 803 805 7FC 86A 804 7F5 7F7 
 3.60000E-04 800 801 746 801 7FF 7FE 7FF 7FE 804 804 808 803 856 7FC 7F2 7F7 
 3.60250E-04 800 801 748 801 7FF 7FE 7FF 7FE 804 805 80B 80B 83E 7F3 7EF 7F6 
 3.60500E-04 801 801 74A 801 7FE 7FE 7FE 7FE 804 806 80E 813 824 7EB 7EC 7F6 
 3.60750E-04 801 801 74C 801 7FE 7FE 7FE 7FE 804 807 811 81A 808 7E4 7EA 7F6 
 3.61000E-04 801 801 74F 801 7FE 7FE 7FE 7FE 804 807 813 820 7EC 7DD 7E8 7F6 
 3.61250E-04 801 801 751 801 7FE 7FE 7FE 7FE 804 807 815 826 7D1 7D7 7E7 7F7 
 3.61500E-04 801 801 754 800 7FE 7FF 7FE 7FE 803 807 816 82B 7B8 7D2 7E6 7F8 
 3.61750E-04 801 800 757 800 7FE 7FF 7FE 7FF 803 806 816 82D 7A3 7D0 7E7 7F9 
 3.62000E-04 801 800 75B 800 7FE 7FF 7FE 7FF 802 806 816 82F 78E 7CE 7E8 7FA 
 3.62250E-04 801 800 75F 7FF 7FE 800 7FE 7FF 801 805 815 82E 77F 7CF 7EA 7FC 
 3.62500E-04 801 7FF 765 7FF 7FE 800 7FE 800 800 803 813 82C 776 7D3 7EC 7FD 
 3.62750E-04 801 7FF 76A 7FF 7FE 800 7FE 800 800 802 811 829 76C 7D6 7EF 7FF 
 3.63000E-04 800 7FF 76F 7FE 7FE 800 7FE 800 7FF 801 80F 826 763 7DA 7F2 801 
 3.63250E-04 800 7FF 776 7FE 7FE 801 7FF 800 7FE 800 80D 820 763 7E0 7F5 802 
 3.63500E-04 800 7FE 77E 7FE 7FF 801 7FF 800 7FE 7FE 80A 818 76B 7E9 7F8 803 
 3.63750E-04 800 7FE 785 7FE 7FF 801 7FF 801 7FD 7FD 807 810 774 7F2 7FC 804 
 3.64000E-04 800 7FE 78D 7FE 7FF 801 7FF 801 7FD 7FC 804 808 77C 7FB 7FF 806 
 3.64250E-04 7FF 7FE 795 7FE 7FF 801 7FF 801 7FC 7FA 800 7FF 784 805 803 807 
 3.64500E-04 7FF 7FE 79C 7FE 800 801 800 801 7FC 7F9 7FD 7F7 78D 80E 806 808 
 3.64750E-04 7FF 7FE 7A5 7FE 800 801 800 801 7FB 7F8 7FA 7EE 79A 818 80A 809 
 3.65000E-04 7FF 7FE 7AE 7FE 800 801 800 801 7FB 7F7 7F7 7E3 7AF 824 80D 80A 
 3.65250E-04 7FE 7FE 7B7 7FE 800 801 800 801 7FB 7F6 7F4 7D8 7C7 82F 810 80A 
 3.65500E-04 7FE 7FE 7C1 7FE 801 801 801 801 7FB 7F6 7F1 7CD 7E1 83B 813 80A 
 3.65750E-04 7FE 7FE 7CB 7FE 801 801 801 801 7FB 7F5 7EF 7C3 7FB 846 815 80A 
 3.66000E-04 7FE 7FE 7D5 7FE 801 801 801 801 7FB 7F5 7ED 7B9 816 850 817 809 
 3.66250E-04 7FE 7FE 7DF 7FE 801 801 801 801 7FC 7F5 7EC 7B1 82E 857 817 808 
 3.66500E-04 7FE 7FF 7E9 7FF 801 800 801 801 7FC 7F6 7EB 7AA 845 85E 817 807 
 3.66750E-04 7FE 7FF 7F3 7FF 801 800 801 800 7FD 7F6 7EA 7A3 85C 865 817 806 
 3.67000E-04 7FE 7FF 7FD 7FF 801 800 801 800 7FD 7F7 7EB 79F 86C 869 816 805 
 3.67250E-04 7FE 7FF 806 800 801 800 801 800 7FE 7F8 7EC 79E 876 869 814 803 
 3.67500E-04 7FE 800 810 800 801 7FF 801 800 7FF 7FA 7EE 79D 881 86A 811 802 
 3.67750E-04 7FE 800 81A 800 801 7FF 801 7FF 7FF 7FB 7EF 79C 88B 86A 80F 800 
 3.68000E-04 7FE 800 824 800 801 7FF 801 7FF 800 7FC 7F1 79B 895 86B 80D 7FF 
 3.68250E-04 7FF 800 82D 801 801 7FF 800 7FF 801 7FD 7F3 79D 895 868 80A 7FD 
 3.68500E-04 7FF 801 835 801 800 7FE 800 7FF 801 7FF 7F6 7A3 88B 861 807 7FC 
 3.68750E-04 7FF 801 83E 801 800 7FE 800 7FF 802 800 7F9 7A8 880 85B 803 7FB 
 3.69000E-04 7FF 801 847 801 800 7FE 800 7FE 802 801 7FC 7AE 876 854 800 7FA 
 3.69250E-04 7FF 801 84F 801 800 7FE 800 7FE 802 803 7FF 7B4 86B 84D 7FD 7F8 
 3.69500E-04 800 801 858 801 7FF 7FE 7FF 7FE 803 804 802 7B9 861 847 7F9 7F7 
 3.69750E-04 800 801 860 801 7FF 7FE 7FF 7FE 803 806 805 7BF 856 840 7F6 7F6 
 3.70000E-04 800 801 869 801 7FF 7FE 7FF 7FE 804 807 808 7C4 84B 83A 7F2 7F5 
